five_tup,flow_pktlen
"['10.208.8.65', '39.145.24.60', 56045, 443, 6]","[32, -32, 20, 537, -20, -4292, -165, 20, 146, -71, 229, -1444, -1444, -2868, -556, 32, 20, 20, 51, 20, -20, -20, -20, 20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56046, 80, 6]","[32, -32, 20, 808, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56047, 80, 6]","[32, -32, 20, 807, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56048, 80, 6]","[32, -32, 20, 739, -20, -1102, -20, 20, 20, -20]"
"['10.208.8.65', '39.145.24.60', 56049, 443, 6]","[32, -32, 20, 537, -20, -4292, -165, 20, 146, -71, 229, -2868, -1444, -1056, 32, 20, 51, 20, -20, -20, -20, 20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56050, 80, 6]","[32, -32, 20, 1040, -20, -669, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56051, 80, 6]","[32, -32, 20, 1072, -20, -701, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56052, 80, 6]","[32, -32, 20, 1078, -20, -717, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56053, 80, 6]","[32, -32, 20, 1030, -20, -669, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56054, 80, 6]","[32, -32, 20, 1062, -20, -701, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56055, 80, 6]","[32, -32, 20, 1079, -20, -718, -20, 20, 20, -20]"
"['10.208.8.65', '112.53.48.40', 53308, 443, 6]","[297, -20, -174, 20, -61, 393, -20, -1392, 20, 183, -20, -174, 20, -99, 20, -99, 20, -99, 20, -99, 20, -99, 20, -61, 20, 393, -20, -672, 20, -61, 20, 393, -20, -1392, 20, -99, 20, -99, 20, -61, 393, -640, 20, -61, 393, -1376, 20, -61, 393, -1392, 20, -61, 393, -1376, 20, 167, -20, -174, 20, 167, -20, -174, 20, 151, -20, -158, 20, 151, -20, -158, 20, -61, 393, -20, -624, 20, 425, -20, -110, 393, -20, -400, 20, 183, -20, -158, 20, -61, 393, -20, -640, 20, -61, 393, -640, 20, -61, 393, -20, -400, 20, 183, -20, -174, 20, 167, -20, -158, 20, -61, 393, -20, -1424, 20, -61, 393, -20, -1392, 20, -61, 393, -20, -624, 20, 215, -20, -158, 20, -61, 393, -20, -2868, -1393, 20, -61, 393, -20, -640, 20, -61, 393, -20, -640, 20, -61, 393, -20, -640, 20, -61, 393, -1444, -704, 20, 167, -20, -174, 20, -61, 392, -20, -656, 20, -61, 393, -20, -624, 20, -61, 393, -20, -656, 20, 151, -20, -158, 20, 151, -20, -158, 20, -61, 393, -20, -400, 20, -61, 393, -20, -656, 20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56061, 80, 6]","[32, -32, 20, 818, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56062, 80, 6]","[32, -32, 20, 817, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56063, 80, 6]","[32, -32, 20, 750, -20, -1199, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56064, 80, 6]","[32, -32, 20, 761, -20, -364, -20, 20, 20, -20]"
"['10.208.8.65', '39.145.24.60', 56065, 443, 6]","[32, -32, 20, 537, -20, -4292, -165, 20, 146, -71, 213, -7140, -1372, 20, 51, 20, -20, -20, -20, 20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56073, 80, 6]","[32, -32, 20, 818, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56074, 80, 6]","[32, -32, 20, 1030, -20, -669, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56075, 80, 6]","[32, -32, 20, 1063, -20, -702, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56076, 80, 6]","[32, -32, 20, 1078, -20, -717, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56077, 80, 6]","[32, -32, 20, 756, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56078, 80, 6]","[32, -32, 20, 785, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56079, 80, 6]","[32, -32, 20, 842, -20, -332, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4e00:1830:1218:0:955b:e12e:794c', 64451, 443, 17]","[1358, -1358, 1358, -1358, 38, 1358, 1358, 1358, 82, 1358, 1358, 1358, 1358, 1358, 1358, 1358, -38, -38, -38, -38, -38, -289, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 234, -38, -38, -38, -38, -38, -38, -38, -38, -500, 38, 47, 57, -47]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56080, 80, 6]","[32, -32, 20, 1028, -20, -653, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56081, 80, 6]","[32, -32, 20, 800, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56082, 80, 6]","[32, -32, 20, 1030, -20, -20, -669, 20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56083, 80, 6]","[32, -32, 20, 1062, -20, -701, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56084, 80, 6]","[32, -32, 20, 1079, -20, -718, -20, 20, 20, -20]"
"['10.208.8.65', '39.177.42.117', 56085, 80, 6]","[32, -32, 20, 373, -20, -20, -2940, -1196, -2940, -1196, -1480, -679, 20, 20, -20, 20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56086, 80, 6]","[32, -32, 20, 991, -20, -1440, -99, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56091, 80, 6]","[32, -32, 20, 807, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56092, 80, 6]","[32, -32, 20, 1040, -20, -669, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56093, 80, 6]","[32, -32, 20, 1072, -20, -701, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56094, 80, 6]","[32, -32, 20, 1089, -20, -718, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56095, 80, 6]","[32, -32, 20, 739, -20, -1311, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56096, 80, 6]","[32, -32, 20, 728, -20, -718, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4e00:1830:1232:0:95b8:5f19:bede', 64453, 443, 17]","[1358, -1358, 1358, -1358, 38, 1015, -401, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -478, 38, 38, 38, 38, 38, 38, 38, 47, 57, -55]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56097, 80, 6]","[32, -32, 20, 807, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56098, 80, 6]","[32, -32, 20, 790, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56099, 80, 6]","[32, -32, 20, 981, -20, -1440, -307, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56100, 80, 6]","[32, -32, 20, 757, -20, -1440, -499, -20, 20, 20, -20]"
"['10.208.8.65', '112.53.48.40', 53308, 443, 6]","[425, -20, -110, 393, -20, -400, 20, 151, -20, -158, 20, 183, -20, -158, 20, -61, 393, -20, -640, 20, 199, -20, -158, 20, -61, 393, -20, -656, 20, -61, 392, -20, -640, 20, 150, -20, -158, 20, -61, 393, -20, -656, 20, 183, -20, -158, 20, -61, 393, -20, -640, 20, 151, -20, -158, 20, -61, 393, -20, -688, 20, -61, 393, -1376, 20, 167, -20, -174, 20, -61, 393, -20, -1444, -1264, 20, 183, -20, -174, 20, -211, 209, -20, -209, 20, 425, -20, -110, 392, -20, -400, 20, -61, 393, -20, -1444, -32, 20, -61, 393, -672, 20, 167, -20, -158, 20, -61, 393, -20, -688, 20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56109, 80, 6]","[32, -32, 20, 1440, 168, -20, -20, -7120, -852, 20, 20, -20]"
"['10.208.8.65', '111.31.107.18', 56110, 80, 6]","[32, -32, 20, 164, -20, -2940, -755, 20, 20, -20, 20]"
"['10.208.8.65', '111.31.107.26', 56111, 80, 6]","[32, -32, 20, 163, -20, -1480, -1480, -1480, 20, -1480, -1480, -1480, -2940, -879, 20, 20, -20, 20]"
"['10.208.8.65', '111.31.107.26', 56112, 80, 6]","[32, -32, 20, 163, -20, -4400, 20, -1480, -1480, -1480, -1480, -960, 20, 20, -20, 20]"
"['10.208.8.65', '43.137.153.105', 56114, 443, 6]","[32, -32, -32, -32]"
"['10.208.8.65', '43.137.153.105', 56115, 80, 6]","[32, -32, 20, 375, -20, 20, -73, 20]"
"['10.208.8.65', '43.137.153.105', 56116, 8080, 6]","[32, -32, 20, 375, -20, -73, 888, -20, -2868, -2868, -1268, -1444, -1444, 32, 32, 32, 40, -1444, -1268, 40, 40, -1268, -1444, 40, 40, -1444, 40, -1444, 32, -1268, 20, -8564, 20, -1444, 32, -916, 32, -2868, 20, -1444, 20, -2868, 32, -1444, 32, -1444, 32, -1444, 20, -7140, 32, -1444, 40, -1444, 32, -1444, 32, -1444, 20, -1444, 32, -1444, 20, -2868, 20, -2868, 20, -1444, 20, -1444, 32, -1444, 32, -1444, 32, -1444, 32, -1444, -1444, 20, -1444, 20, -1444, 20, -1444, 32, -1444, 20, -2868, 20, -2868, 20, -4292, 20, -1444, 32, -1444, 20, -2868, 20, -1444, 20, -1444, 32, -1444, 20, -2868, 20, -2868, 20, -1444, 20, -1444, 32, -1444, 32, -1444, 32, -1444, 20, -1444, 32, -1444, 32, -1444, -1444, 20, 20, -1444, 32, -1444, 20, -1444, 20, -1444, 32, -1444, 20, -1444, 20, -1444, 32, -1444, 20, -2868, 20, -2868, 20, -1444, 20, -1444, 32, -1444, 32, -2868, 20, -2868, 20, -2868, 32, 20, -1444, 20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56123, 80, 6]","[32, -32, 20, 835, -20, -348, -20, 20, 20, -20]"
"['10.208.8.65', '39.145.24.104', 56125, 443, 6]","[32, -24, 20, 537, -20, -3920, -537, 20, 146, -71, 226, -1320, -1320, -2620, -632, -1320, 20, 20, 20, 20, 51, 20, -20, -20, -20, 20]"
"['10.208.8.65', '43.137.153.105', 56127, 443, 6]","[32, -32, 20, 375, -20, -73, 888, -20, -2868, -1444, 32, -1444, -1268, 32, 32, -1444, -1268, 40, 32, -1444, 40, -1444, 32, -1268, 32, -1444, -1444, 20, -4292, 20, -2868, 20, -1444, 32, -1444, 32, -1444, 32, -1444, 32, -1444, 32, -1444, 20, -2868, 20, -2868, 20, -4292, 20, -4292, 32, -1444, 20, -1444, 32, -1444, 20, -1444, -1444, 32, -1444, 32, -1444, 20, -1444, -1444, 20, -2868, 20, -1444, 20, -1444, 32, -1444, 32, -1444, 20, -1444, 32, -1444, 20, -2868, 20, -1444, 32, -1444, 32, -1444, -1444, 20, 20, -1444, 20, -2868, 32, -1444, -1444, 20, -1444, 20, -2868, 20, -1444, 20, 20, -1444, 20]"
"['10.208.8.65', '111.31.107.20', 56129, 80, 6]","[32, -32, 20, 163, -20, -8780, 20, -680, 20, -20, 20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56131, 80, 6]","[32, -32, 20, 842, -20, -332, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56132, 80, 6]","[32, -32, 20, 800, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56137, 80, 6]","[32, -32, 20, 795, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56138, 80, 6]","[32, -32, 20, 813, -20, -348, -20, 20, 20, -20]"
"['10.208.8.65', '39.177.42.117', 56139, 80, 6]","[32, -32, 20, 335, -20, -2940, -1196, -7320, -912, 20, -2940, -1196, -11700, -143, 20, 20, -20, 20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56140, 80, 6]","[32, -32, 20, 818, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56141, 80, 6]","[32, -32, 20, 746, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4e00:1830:1232:0:95b8:5f15:eefe', 62043, 443, 17]","[1358, -1358, 1358, -1358, 38, 1358, 1358, 1358, 351, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, -38, -38, -38, -38, -281, -38, -38, -38, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1358, 1210, -38, -38, -38, -38, -38, -38, -38, -508, 55, 57, -47]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56142, 80, 6]","[32, -32, 20, 1032, -20, -653, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56143, 80, 6]","[32, -32, 20, 763, -20, -4280, -187, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '240e:ff:f100:13::f2', 56144, 80, 6]","[32, -32, 20, 837, -20, -332, -20, 20, 20, -20]"
"['10.208.8.65', '42.187.182.123', 56145, 80, 6]","[32, -32, 20, 925, -20, -4292, -43, 20, 20, -20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2408:8756:2cf2:19::6b', 56146, 80, 6]","[32, -32, 20, 774, -20, -750, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2408:8756:2cf2:19::6b', 56147, 80, 6]","[32, -32, 20, 925, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2408:8756:2cf2:19::6b', 56148, 80, 6]","[32, -32, 20, 784, -20, -4280, -1116, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2408:8756:2cf2:19::6b', 56149, 80, 6]","[32, -32, 20, 800, -20, -348, -20, 20, 20, -20]"
"['10.208.8.65', '39.177.42.117', 56150, 80, 6]","[32, -32, 20, 375, -20, -2940, -1196, -2940, -1196, -2940, -1196, -2940, -1196, -2940, -1196, 20, -7320, -912, 20, -2940, -1196, -2940, -1196, 20, -20460, 20, -21920, 20, -21920, 20, -21920, 20, -4400, 20, -1480, 20, -21, 32, -21920, 20, -10240, 20, -8780, 20, -1480, -11700, -321, 20, 20, -20, 20]"
"['2001:da8:1002:a000::6:a3cf', '2408:8756:2cf2:19::6b', 56151, 80, 6]","[32, -32, 20, 1194, -20, -332, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2408:8756:2cf2:19::6b', 56152, 80, 6]","[32, -32, 20, 812, -20, -348, -20, 20, 20, -20]"
"['112.53.48.40', '10.208.8.65', 443, 53308, 6]","[-99, 20, -99, 20, -61, 393, -20, -640, 20, -99, 20, -99, 20, -99, 20, -99, 20, -61, 393, -20, -624, 20, 183, -20, -158, 20, -61, 393, -20, -640, 20, 183, -20, -158, 20, 167, -20, -174, 20, 425, -20, -110, 392, -20, -400, 20, -61, 393, -1444, -1444, -1444, -1444, -753, 20, 425, -110, 20, 361, -20, -174, 20, 199, -20, -174, 20, -61, 393, -20, -7140, -689, 20, -61, 393, -20, -688, 20, 215, -20, -174, 20, -61, 393, -20, -1392, 20, -61, 393, -20, -640, 20, 167, -20, -174, 20]"
"['10.208.8.65', '120.232.51.242', 56276, 80, 6]","[32, -32, 20, 813, -20, -348, -20, 20, 20, -20]"
"['10.208.8.65', '120.232.51.242', 56279, 80, 6]","[32, -32, 20, 736, -20, -348, -20, 20, 20, -20]"
"['10.208.8.65', '120.232.51.242', 56280, 80, 6]","[32, -32, 20, 800, -20, -348, -20, 20, 20, -20]"
"['10.208.8.65', '120.232.51.242', 56281, 80, 6]","[32, -32, 20, 798, -20, -348, -20, 20, 20, -20]"
"['10.208.8.65', '120.232.51.242', 56286, 80, 6]","[32, -32, 20, 842, -20, -332, -20, 20, 20, -20]"
"['10.208.8.65', '120.232.51.242', 56287, 80, 6]","[32, -32, 20, 753, -20, -14260, 20, -2868, -1442, 20, 20, -20]"
"['10.208.8.65', '120.232.51.242', 56292, 80, 6]","[32, -32, 20, 842, -20, -332, -20, 20, 20, -20]"
"['10.208.8.65', '120.232.51.242', 56294, 80, 6]","[32, -32, 20, 753, -20, -7140, -144, -20, 20, 20, -20]"
"['10.208.8.65', '120.232.51.242', 56299, 80, 6]","[32, -32, 20, 756, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4e00:1830:1232:0:95b8:5f19:bede', 52829, 443, 17]","[1358, -1358, 1358, -1358, 38, 1231, -433, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, 38, 38, 38, 38, 38, 38, 38, -1358, -1358, -1358, 38, -1358, -1358, 55, 57, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -47]"
"['10.208.8.65', '120.232.51.242', 56300, 80, 6]","[32, -32, 20, 798, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4e00:1830:1232:0:95b8:5f19:bede', 52830, 443, 17]","[1358, -1358, 1358, -1358, 38, 1017, -38, -419, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, -1358, 38, 38, 38, 38, 38, 38, 38, 38, -1358, -1358, -1358, -1358, -1358, -1358, 38, 38, 38, -1358, -1358, -1358, 38, -1358, -1358, -1358, 38, 38, -1358, -1358, 38, -1358, -1358, -1358, 38, -1358, -1358, -1358, 38, 38, -1358, -1358, 38, -1358, -1358, 51, -1358, -1358, 38, -1358, -1358, -1358, 38, -1358, -1358, 38, -1358, -1358, -1358, -1358, 38, 38, -1358, 38, -1358, -1358, -1358, 38, -1358, -1358, 38, -1358, -1358, -1358, -1358, 38, 38, -1358, -1358, -1358, -1358, 38, 38, -1358, -1358, -1358, -636, 38, 38, 38, -40, 47, 57, -48]"
"['10.208.8.65', '120.232.51.242', 56301, 80, 6]","[32, -32, 20, 925, -20, -348, -20, 20, 20, -20]"
"['10.208.8.65', '39.177.42.117', 56303, 80, 6]","[32, -32, 20, 373, -20, -2940, -1196, -1480, -903, 20, 20, -20, 20]"
"['112.53.48.40', '10.208.8.65', 443, 53308, 6]","[-61, 393, -688, 20, 199, -20, -174, 20, -61, 393, -20, -624, 20, 231, -20, -174, 20, -99, 20, -99, 20, -99, 20, -99, 20, -61, 393, -20, -624, 20, -99, 20, -99, 20, -61, 393, -99, -20, 20, -624, 20, -99, 20, -61, 393, -640, 20, 183, -20, -174, 20, 425, -20, -110, 393, -20, -400, 20, -61, 393, -20, -624, 20, -61, 393, -1444, -1168, 20, -61, 393, -640, 20, -61, 393, -656, 20, -61, 393, -400, 20, 167, -20, -174, 20, 183, -20, -174, 20, 793, -20, -304, 20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4e00:8010::142', 56312, 80, 6]","[32, -32, 20, 813, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4e00:8010::142', 56313, 80, 6]","[32, -32, 20, 803, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4e00:8010::142', 56314, 80, 6]","[32, -32, 20, 803, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4e00:8010::142', 56315, 80, 6]","[32, -32, 20, 803, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4e00:8010::142', 56316, 80, 6]","[32, -32, 20, 773, -20, -2860, -791, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4e00:8010::142', 56321, 80, 6]","[32, -32, 20, 832, -20, -332, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4e00:8010::142', 56322, 80, 6]","[32, -32, 20, 818, -20, -348, -20, 20, 20, -20]"
"['2001:da8:1002:a000::6:a3cf', '2402:4e00:8010::142', 56323, 80, 6]","[32, -32, 20, 746, -20, -364, -20, 20, 20, -20]"
