flow_pktlen,label
"[-99, 20, -99, 20, -61, 393, -20, -640, 20, -99, 20, -99, 20, -99, 20, -99, 20, -61, 393, -20, -624, 20, 183, -20, -158, 20, -61, 393, -20, -640, 20, 183, -20, -158, 20, 167, -20, -174, 20, 425, -20, -110, 392, -20, -400, 20, -61, 393, -1444, -1444, -1444, -1444, -753, 20, 425, -110, 20, 361, -20, -174, 20, 199, -20, -174, 20, -61, 393, -20, -7140, -689, 20, -61, 393, -20, -688, 20, 215, -20, -174, 20, -61, 393, -20, -1392, 20, -61, 393, -20, -640, 20, 167, -20, -174, 20]",chat
"[32, -32, 20, 813, -20, -348, -20, 20, 20, -20]",chat
"[32, -32, 20, 736, -20, -348, -20, 20, 20, -20]",chat
"[32, -32, 20, 800, -20, -348, -20, 20, 20, -20]",chat
"[32, -32, 20, 798, -20, -348, -20, 20, 20, -20]",chat
"[32, -32, 20, 842, -20, -332, -20, 20, 20, -20]",chat
"[32, -32, 20, 753, -20, -14260, 20, -2868, -1442, 20, 20, -20]",chat
"[32, -32, 20, 842, -20, -332, -20, 20, 20, -20]",chat
"[32, -32, 20, 753, -20, -7140, -144, -20, 20, 20, -20]",chat
"[32, -32, 20, 756, -20, -348, -20, 20, 20, -20]",chat
"[32, -32, 20, 798, -20, -348, -20, 20, 20, -20]",chat
"[32, -32, 20, 925, -20, -348, -20, 20, 20, -20]",chat
"[32, -32, 20, 373, -20, -2940, -1196, -1480, -903, 20, 20, -20, 20]",chat
"[-61, 393, -688, 20, 199, -20, -174, 20, -61, 393, -20, -624, 20, 231, -20, -174, 20, -99, 20, -99, 20, -99, 20, -99, 20, -61, 393, -20, -624, 20, -99, 20, -99, 20, -61, 393, -99, -20, 20, -624, 20, -99, 20, -61, 393, -640, 20, 183, -20, -174, 20, 425, -20, -110, 393, -20, -400, 20, -61, 393, -20, -624, 20, -61, 393, -1444, -1168, 20, -61, 393, -640, 20, -61, 393, -656, 20, -61, 393, -400, 20, 167, -20, -174, 20, 183, -20, -174, 20, 793, -20, -304, 20]",chat
"[32, -32, 20, 813, -20, -348, -20, 20, 20, -20]",chat
"[32, -32, 20, 803, -20, -348, -20, 20, 20, -20]",chat
"[32, -32, 20, 803, -20, -348, -20, 20, 20, -20]",chat
"[32, -32, 20, 803, -20, -348, -20, 20, 20, -20]",chat
"[32, -32, 20, 773, -20, -2860, -791, 20, 20, -20]",chat
"[32, -32, 20, 832, -20, -332, -20, 20, 20, -20]",chat
"[32, -32, 20, 818, -20, -348, -20, 20, 20, -20]",chat
"[32, -32, 20, 746, -20, -364, -20, 20, 20, -20]",chat
